64	75	266	0	120	2	59:55	120
64	77	273	0	120	2	59:54	120
69	79	280	0	120	5	59:48	120
74	79	280	1	120	8	59:43	120
77	79	280	1	120	10	59:38	120
82	77	273	2	120	13	59:32	120
82	78	277	2	120	15	59:27	120
85	79	280	3	120	19	59:19	120
88	78	277	3	120	22	59:14	120
91	79	280	3	120	24	59:08	120
92	80	284	4	120	27	59:03	120
94	79	280	4	140	30	58:58	140
99	79	280	5	140	33	58:52	140
99	78	277	5	140	36	58:47	140
98	78	277	6	140	38	58:42	140
98	77	273	6	140	42	58:36	140
98	78	277	6	140	45	58:31	140
98	78	277	7	140	47	58:26	140
98	77	273	7	140	51	58:20	140
99	77	273	8	140	54	58:15	140
99	77	273	8	140	56	58:10	140
100	77	273	8	140	59	58:05	140
99	77	273	9	160	63	57:59	160
99	76	270	9	160	66	57:54	160
99	77	273	10	160	69	57:49	160
99	76	270	10	160	73	57:43	160
99	77	273	10	160	76	57:38	160
99	77	273	11	160	79	57:33	160
99	77	273	11	160	83	57:28	160
100	77	273	12	160	86	57:22	160
100	77	273	12	160	90	57:17	160
101	77	273	12	160	93	57:12	160
101	77	273	13	160	97	57:06	160
101	77	273	13	160	100	57:01	160
101	77	273	14	160	103	56:56	160
101	78	277	14	160	106	56:51	160
101	78	277	14	160	110	56:45	160
101	76	270	15	160	113	56:40	160
101	77	273	15	160	116	56:35	160
101	78	277	16	160	120	56:29	160
101	77	273	16	160	124	56:24	160
100	77	273	16	160	127	56:19	160
101	77	273	17	160	131	56:13	160
100	77	273	17	160	134	56:08	160
100	77	273	18	160	137	56:03	160
100	77	273	18	160	140	55:58	160
101	78	277	18	160	144	55:52	160
101	77	273	19	160	147	55:47	160
101	79	280	19	160	150	55:42	160
101	77	273	20	160	154	55:36	160
101	78	277	20	160	157	55:31	160
101	78	277	20	160	161	55:26	160
101	77	273	21	160	164	55:20	160
101	79	280	21	160	168	55:15	160
102	77	273	22	160	171	55:10	160
102	78	277	22	160	174	55:05	160
101	79	280	22	160	178	54:59	160
102	81	288	23	160	181	54:54	160
102	79	280	23	160	184	54:49	160
102	79	280	24	160	188	54:43	160
102	79	280	24	160	191	54:38	160
102	79	280	24	160	195	54:33	160
103	79	280	25	160	198	54:28	160
103	77	273	25	160	202	54:22	160
104	79	280	26	160	205	54:17	160
103	79	280	26	160	208	54:12	160
103	78	277	26	160	212	54:06	160
104	79	280	27	160	215	54:01	160
103	83	295	27	160	219	53:55	160
103	80	284	28	160	222	53:50	160
103	77	273	28	160	225	53:45	160
103	78	277	29	160	228	53:40	160
103	79	280	29	160	232	53:34	160
103	80	284	29	160	236	53:29	160
103	80	284	30	160	239	53:24	160
103	78	277	30	160	243	53:18	160
103	80	284	31	160	246	53:13	160
103	81	288	31	160	249	53:08	160
104	80	284	31	160	252	53:02	160
104	80	284	32	160	256	52:57	160
105	80	284	32	160	259	52:52	160
105	79	280	33	160	262	52:47	160
105	80	284	33	160	266	52:41	160
106	80	284	34	160	269	52:36	160
105	79	280	34	160	273	52:31	160
105	79	280	34	160	276	52:25	160
105	80	284	35	160	280	52:20	160
105	79	280	35	160	283	52:15	160
105	81	288	36	160	286	52:10	160
106	81	288	36	160	290	52:04	160
105	80	284	36	160	293	51:59	160
104	80	284	37	160	296	51:54	160
105	80	284	37	160	300	51:48	160
105	81	288	38	160	303	51:43	160
105	81	288	38	160	307	51:38	160
109	82	291	39	160	310	51:32	160
105	82	291	39	160	314	51:27	160
105	82	291	39	160	317	51:22	160
105	81	288	40	160	320	51:17	160
105	82	291	40	160	324	51:11	160
105	81	288	41	160	327	51:06	160
106	82	291	41	160	330	51:01	160
107	78	277	41	240	335	50:55	240
107	80	284	42	240	341	50:50	240
108	79	280	42	240	346	50:45	240
113	79	280	43	240	350	50:40	240
116	78	277	43	240	356	50:34	240
119	79	280	44	240	361	50:29	240
121	80	284	44	240	366	50:24	240
124	79	280	44	240	372	50:18	240
126	79	280	45	240	376	50:13	240
127	78	277	45	240	381	50:08	240
129	79	280	46	240	386	50:03	240
129	80	284	46	240	392	49:57	240
130	79	280	46	240	396	49:52	240
130	78	277	47	240	401	49:47	240
131	77	273	47	240	407	49:41	240
131	82	291	48	240	412	49:36	240
131	80	284	48	240	417	49:31	240
132	80	284	48	240	421	49:26	240
132	80	284	49	240	427	49:20	240
132	81	288	49	240	432	49:15	240
133	79	280	50	240	437	49:10	240
132	79	280	50	240	443	49:04	240
132	79	280	51	240	447	48:59	240
132	79	280	51	240	452	48:54	240
133	79	280	51	240	458	48:48	240
133	79	280	52	240	463	48:43	240
134	79	280	52	240	468	48:38	240
134	80	284	53	240	473	48:32	240
135	80	284	53	240	478	48:27	240
135	79	280	53	240	483	48:22	240
135	80	284	54	240	489	48:16	240
136	82	291	54	240	493	48:11	240
136	82	291	55	240	498	48:06	240
136	81	288	55	240	504	48:00	240
136	81	288	56	240	509	47:55	240
136	79	280	56	240	514	47:50	240
136	81	288	56	240	518	47:45	240
136	80	284	57	240	524	47:39	240
136	81	288	57	240	529	47:34	240
136	80	284	58	240	534	47:29	240
136	79	280	58	240	540	47:23	240
136	80	284	58	240	544	47:18	240
136	80	284	59	240	549	47:13	240
136	80	284	59	240	554	47:08	240
136	79	280	60	240	560	47:02	240
136	79	280	60	240	564	46:57	240
136	80	284	61	240	569	46:52	240
136	80	284	61	240	575	46:46	240
136	80	284	61	240	580	46:41	240
136	81	288	62	240	585	46:36	240
136	79	280	62	240	589	46:31	240
136	81	288	63	240	595	46:25	240
137	81	288	63	240	600	46:20	240
137	80	284	63	240	605	46:15	240
138	79	280	64	240	611	46:09	240
138	81	288	64	240	615	46:04	240
138	79	280	65	160	620	45:59	186
138	83	295	65	160	623	45:53	160
138	85	302	66	160	627	45:48	160
138	79	280	66	160	630	45:43	160
137	80	284	66	160	633	45:38	160
135	79	280	67	160	637	45:32	160
134	79	280	67	160	640	45:27	160
132	81	288	68	160	643	45:22	160
131	81	288	68	160	647	45:16	160
129	80	284	68	160	650	45:11	160
125	81	288	69	160	653	45:06	160
120	80	284	69	160	657	45:01	160
120	82	291	70	160	660	44:55	160
118	81	288	70	160	664	44:50	160
117	80	284	71	160	667	44:45	160
117	83	295	71	160	671	44:39	160
118	82	291	71	160	674	44:34	160
120	82	291	72	160	677	44:29	160
121	81	288	72	160	681	44:23	160
120	81	288	73	160	684	44:18	160
118	83	295	73	160	687	44:13	160
115	83	295	74	160	691	44:07	160
116	85	302	74	160	694	44:02	160
116	83	295	74	160	698	43:57	160
117	82	291	75	160	701	43:52	160
119	82	291	75	160	705	43:46	160
120	81	288	76	160	708	43:41	160
120	80	284	76	160	711	43:36	160
120	79	280	77	160	715	43:30	160
119	83	295	77	160	718	43:25	160
118	84	298	77	160	721	43:20	160
118	81	288	78	160	725	43:14	160
118	81	288	78	160	728	43:09	160
118	82	291	79	160	732	43:04	160
118	83	295	79	160	735	42:59	160
118	83	295	80	160	739	42:53	160
115	81	288	80	160	742	42:48	160
115	81	288	80	160	745	42:43	160
114	82	291	81	160	749	42:37	160
114	83	295	81	160	752	42:32	160
113	81	288	82	160	755	42:27	160
114	82	291	82	160	759	42:21	160
114	82	291	83	160	762	42:16	160
114	84	298	83	160	765	42:11	160
114	82	291	83	160	769	42:06	160
114	81	288	84	160	772	42:00	160
114	81	288	84	160	776	41:55	160
114	81	288	85	160	779	41:50	160
114	82	291	85	160	783	41:44	160
114	83	295	86	160	786	41:39	160
114	84	298	86	160	789	41:34	160
114	83	295	86	160	792	41:29	160
114	81	288	87	160	796	41:23	160
114	81	288	87	160	799	41:18	160
114	81	288	88	160	803	41:13	160
113	81	288	88	160	806	41:07	160
113	83	295	88	160	810	41:02	160
113	79	280	89	240	814	40:57	240
113	81	288	89	240	820	40:51	240
113	81	288	90	240	825	40:46	240
115	80	284	90	240	829	40:41	240
117	80	284	91	240	834	40:36	240
120	82	291	91	240	840	40:30	240
122	81	288	91	240	845	40:25	240
125	81	288	92	240	850	40:20	240
129	82	291	92	240	855	40:14	240
131	82	291	93	240	860	40:09	240
132	79	280	93	240	865	40:04	240
133	80	284	94	240	870	39:59	240
134	81	288	94	240	876	39:53	240
135	80	284	94	240	880	39:48	240
136	81	288	95	240	885	39:43	240
136	80	284	95	240	891	39:37	240
136	79	280	96	240	896	39:32	240
137	80	284	96	240	900	39:27	240
138	79	280	96	240	906	39:21	240
139	81	288	97	240	911	39:16	240
140	81	288	97	240	916	39:11	240
141	80	284	98	240	922	39:05	240
141	82	291	98	240	926	39:00	240
141	81	288	99	240	931	38:55	240
141	80	284	99	240	936	38:49	240
141	82	291	99	240	942	38:44	240
142	82	291	100	240	947	38:39	240
142	82	291	100	240	951	38:34	240
142	82	291	101	240	957	38:28	240
142	81	288	101	240	962	38:23	240
142	83	295	102	240	967	38:18	240
142	82	291	102	240	972	38:12	240
142	81	288	102	240	977	38:07	240
142	80	284	103	240	982	38:02	240
142	82	291	103	240	987	37:57	240
142	81	288	104	240	993	37:51	240
142	78	277	104	240	997	37:46	240
142	80	284	104	240	1002	37:41	240
142	82	291	105	240	1008	37:35	240
142	83	295	105	240	1013	37:30	240
142	81	288	106	240	1018	37:25	240
143	84	298	106	240	1023	37:19	240
143	82	291	107	240	1028	37:14	240
142	83	295	107	240	1033	37:09	240
142	84	298	107	240	1039	37:03	240
142	83	295	108	240	1044	36:58	240
142	83	295	108	240	1048	36:53	240
143	82	291	109	240	1054	36:47	240
144	83	295	109	240	1059	36:42	240
144	81	288	110	240	1064	36:37	240
144	82	291	110	240	1068	36:32	240
144	80	284	110	240	1074	36:26	240
144	81	288	111	240	1079	36:21	240
144	81	288	111	240	1084	36:16	240
144	81	288	112	240	1090	36:10	240
143	80	284	112	240	1094	36:05	240
143	80	284	113	160	1099	36:00	216
144	83	295	113	160	1102	35:54	160
143	82	291	113	160	1106	35:49	160
143	81	288	114	160	1109	35:44	160
142	84	298	114	160	1112	35:39	160
141	83	295	115	160	1116	35:33	160
140	84	298	115	160	1119	35:28	160
139	81	288	116	160	1123	35:23	160
138	80	284	116	160	1126	35:17	160
136	79	280	116	160	1130	35:12	160
135	81	288	117	160	1133	35:07	160
133	82	291	117	160	1137	35:01	160
129	81	288	118	160	1140	34:56	160
128	81	288	118	160	1143	34:51	160
127	83	295	119	160	1146	34:46	160
124	80	284	119	160	1150	34:40	160
123	82	291	119	160	1153	34:35	160
122	83	295	120	160	1156	34:30	160
121	81	288	120	160	1160	34:24	160
120	82	291	121	160	1164	34:19	160
120	81	288	121	160	1167	34:14	160
118	82	291	121	160	1170	34:09	160
119	81	288	122	160	1174	34:03	160
119	84	298	122	160	1177	33:58	160
118	81	288	123	160	1181	33:52	160
119	84	298	123	160	1184	33:47	160
119	81	288	124	160	1187	33:42	160
123	81	288	124	160	1191	33:36	160
123	82	291	124	160	1194	33:31	160
123	81	288	125	160	1197	33:26	160
122	83	295	125	160	1201	33:20	160
122	84	298	126	160	1204	33:15	160
122	83	295	126	160	1208	33:10	160
122	81	288	127	160	1211	33:05	160
121	81	288	127	160	1215	32:59	160
120	81	288	127	160	1218	32:54	160
120	82	291	128	160	1221	32:49	160
120	82	291	128	160	1225	32:43	160
119	80	284	129	160	1228	32:38	160
118	81	288	129	160	1231	32:33	160
118	82	291	130	160	1235	32:27	160
118	81	288	130	160	1238	32:22	160
118	81	288	130	160	1242	32:17	160
118	82	291	131	160	1245	32:12	160
117	82	291	131	160	1249	32:06	160
117	80	284	132	160	1252	32:01	160
117	82	291	132	160	1255	31:56	160
117	82	291	133	160	1259	31:50	160
117	81	288	133	160	1262	31:45	160
117	82	291	133	160	1265	31:40	160
117	81	288	134	160	1269	31:34	160
118	86	305	134	160	1272	31:29	160
120	84	298	135	160	1276	31:24	160
121	83	295	135	160	1279	31:19	160
121	82	291	136	160	1283	31:13	160
120	82	291	136	160	1286	31:08	160
119	82	291	136	160	1289	31:03	160
118	82	291	137	240	1294	30:57	240
118	80	284	137	240	1299	30:52	240
119	80	284	138	240	1304	30:47	240
120	81	288	138	240	1309	30:41	240
122	82	291	139	240	1314	30:36	240
125	80	284	139	240	1319	30:31	240
126	81	288	139	240	1324	30:26	240
128	82	291	140	240	1330	30:20	240
130	82	291	140	240	1334	30:15	240
133	83	295	141	240	1339	30:10	240
135	82	291	141	240	1345	30:04	240
138	81	288	142	240	1350	29:59	240
140	79	280	142	240	1355	29:54	240
140	80	284	142	240	1360	29:48	240
140	82	291	143	240	1365	29:43	240
141	83	295	143	240	1370	29:38	240
141	82	291	144	240	1375	29:33	240
142	83	295	144	240	1380	29:27	240
142	82	291	144	240	1385	29:22	240
142	81	288	145	240	1390	29:17	240
143	83	295	145	240	1396	29:11	240
143	82	291	146	240	1401	29:06	240
144	82	291	146	240	1405	29:01	240
144	81	288	147	240	1410	28:55	240
144	80	284	147	240	1416	28:50	240
144	81	288	147	240	1421	28:45	240
144	81	288	148	240	1426	28:40	240
145	82	291	148	240	1431	28:34	240
145	82	291	149	240	1436	28:29	240
145	81	288	149	240	1441	28:24	240
144	81	288	150	240	1447	28:18	240
144	83	295	150	240	1452	28:13	240
144	84	298	150	240	1456	28:08	240
144	83	295	151	240	1461	28:02	240
145	83	295	151	240	1467	27:57	240
145	84	298	152	240	1472	27:52	240
145	84	298	152	240	1476	27:47	240
145	82	291	153	240	1482	27:41	240
146	82	291	153	240	1487	27:36	240
146	82	291	153	240	1492	27:31	240
146	81	288	154	240	1498	27:25	240
146	84	298	154	240	1502	27:20	240
146	84	298	155	240	1507	27:15	240
146	84	298	155	240	1513	27:09	240
147	82	291	156	240	1518	27:04	240
148	84	298	156	240	1523	26:59	240
148	83	295	157	240	1528	26:53	240
148	86	305	157	240	1533	26:48	240
148	83	295	157	240	1538	26:43	240
148	83	295	158	240	1543	26:37	240
148	84	298	158	240	1548	26:32	240
148	82	291	159	240	1553	26:27	240
148	82	291	159	240	1558	26:22	240
148	83	295	160	240	1564	26:16	240
148	82	291	160	240	1569	26:11	240
148	83	295	160	240	1573	26:06	240
148	83	295	161	160	1579	26:00	240
148	84	298	161	160	1582	25:55	160
148	85	302	162	160	1585	25:50	160
148	83	295	162	160	1588	25:45	160
148	85	302	163	160	1592	25:39	160
148	82	291	163	160	1596	25:34	160
148	79	280	163	160	1599	25:29	160
146	82	291	164	160	1603	25:23	160
143	81	288	164	160	1606	25:18	160
142	81	288	165	160	1609	25:13	160
140	82	291	165	160	1612	25:08	160
139	82	291	166	160	1616	25:02	160
137	82	291	166	160	1619	24:57	160
136	83	295	166	160	1622	24:52	160
134	83	295	167	160	1626	24:46	160
132	81	288	167	160	1629	24:41	160
131	81	288	168	160	1633	24:36	160
130	81	288	168	160	1636	24:30	160
129	85	302	169	160	1640	24:25	160
128	85	302	169	160	1643	24:20	160
128	84	298	169	160	1646	24:15	160
129	84	298	170	160	1650	24:09	160
129	83	295	170	160	1653	24:04	160
129	81	288	171	160	1656	23:59	160
130	83	295	171	160	1660	23:53	160
129	82	291	172	160	1663	23:48	160
127	83	295	172	160	1667	23:43	160
127	83	295	172	160	1670	23:38	160
127	82	291	173	160	1674	23:32	160
127	83	295	173	160	1677	23:27	160
126	83	295	174	160	1680	23:22	160
125	83	295	174	160	1684	23:16	160
124	83	295	175	160	1687	23:11	160
124	83	295	175	160	1690	23:06	160
124	82	291	175	160	1693	23:01	160
123	84	298	176	160	1697	22:55	160
123	85	302	176	160	1700	22:50	160
123	83	295	177	160	1704	22:45	160
123	81	288	177	160	1708	22:39	160
123	82	291	178	160	1711	22:34	160
123	82	291	178	160	1714	22:29	160
122	81	288	178	160	1718	22:23	160
123	82	291	179	160	1721	22:18	160
123	82	291	179	160	1724	22:13	160
123	81	288	180	160	1727	22:07	160
123	82	291	180	160	1731	22:02	160
123	82	291	181	160	1734	21:57	160
